_id,created_at,updated_at,name,marketing,managed,gender,age,progress_rate
b627fd42f1de3249,2022-04-23 17:56:24,2022-08-27 6:04:23,우민주,TRUE,TRUE,female,30,18.18
decad57cb7f85ba5,2022-08-10 13:15:36,2022-09-15 20:58:59,논재윤,TRUE,TRUE,male,20,100
188484bd174e55d3,2022-07-09 18:56:15,2022-07-27 23:20:18,서우주,TRUE,TRUE,male,30,90.91
2dd98c3515c34e4a,2022-08-25 8:00:27,2022-08-29 18:55:40,현준우,TRUE,TRUE,male,50,0
ca1d4acfbccbc5ad,2022-07-11 19:30:30,2022-10-05 11:41:35,곽지완,TRUE,TRUE,female,30,97.73
7426f478bde4e8c2,2022-05-24 21:40:29,2022-07-25 10:34:59,신강민,TRUE,TRUE,male,20,98.86
bce56cce1faf18bd,2022-07-24 20:56:56,2022-08-12 14:55:20,현하준,TRUE,TRUE,female,30,14.77
148c217c944a1a6c,2022-07-13 12:23:00,2022-08-16 19:55:58,소소은,TRUE,TRUE,female,50,89.77
8f79c4526e7467c2,2021-08-02 8:14:41,2022-08-06 10:01:48,논예림,TRUE,TRUE,female,20,89.77
142ca21dbc9c1d94,2022-07-13 12:23:00,2022-08-16 19:55:58,한서영,TRUE,TRUE,female,20,89.77
fc12ad44c714db75,2022-07-13 12:23:00,2022-08-16 19:55:58,소민주,TRUE,TRUE,female,20,89.77
7167aadd82d7b56e,2022-06-20 18:55:54,2022-07-11 18:51:10,한서현,TRUE,TRUE,female,30,100
3d8e4998ca343a47,2022-06-20 18:55:54,2022-07-11 18:51:10,안지우,TRUE,TRUE,female,30,100
395cdd7a23c18b48,2022-07-10 17:33:30,2022-07-25 17:29:01,안태윤,TRUE,TRUE,male,20,69.32
ab1c171466f7f2e5,2022-07-10 17:33:30,2022-07-25 17:29:01,현재영,TRUE,TRUE,male,20,69.32
ad5b28d3b7e45c91,2022-07-10 17:33:30,2022-07-25 17:29:01,곽태윤,TRUE,TRUE,male,20,69.32
44d4efb2a556b752,2022-08-02 10:51:34,2022-08-30 9:07:14,심동욱,TRUE,TRUE,female,50,100
2abfb9c3319ed25c,2022-08-02 10:51:34,2022-08-30 9:07:14,박소희,TRUE,TRUE,female,20,100
deb9e722a27e3477,2022-08-02 10:51:34,2022-08-30 9:07:14,서태양,TRUE,TRUE,female,20,100
5767186ac111e32b,2022-02-12 22:56:30,2022-07-12 1:08:02,조주원,TRUE,TRUE,male,20,10.23
4d3b4fce1d32a16e,2022-02-12 22:56:30,2022-07-12 1:08:02,임승훈,TRUE,TRUE,male,20,10.23
8784a49e6b3b7d37,2022-02-12 22:56:30,2022-07-12 1:08:02,경주원,TRUE,TRUE,male,20,10.23
dde386c291faf2a9,2022-07-27 8:04:57,2022-08-02 14:45:49,소시우,TRUE,TRUE,female,10,0
93353e42e9698f8d,2022-08-15 10:32:50,2022-09-02 11:21:34,송하은,FALSE,TRUE,female,50,27.27
d6341b512e6cc8cb,2022-08-15 10:32:50,2022-09-02 11:21:34,박민주,FALSE,TRUE,female,20,27.27
f69ba63b7da8bc11,2022-08-15 10:32:50,2022-09-02 11:21:34,현수아,FALSE,TRUE,female,20,27.27
e8326f2ce6aa44cc,2021-08-24 19:29:00,2022-08-30 14:18:19,안자영,TRUE,TRUE,male,20,5.68
7fa5552e5f68cdc8,2022-08-08 10:29:49,2022-08-23 7:04:53,박하은,TRUE,TRUE,female,30,100
d8bc521bd264cd28,2022-08-08 10:29:49,2022-08-23 7:04:53,공서준,TRUE,TRUE,female,20,100
5fa51aa4e9b765e3,2022-08-08 10:29:49,2022-08-23 7:04:53,경주윤,TRUE,TRUE,female,20,100
faab9f656f1e3498,2022-09-01 18:00:58,2022-09-23 9:01:16,강준우,TRUE,TRUE,female,20,100
4ff4c93f65477de7,2022-09-01 18:00:58,2022-09-23 9:01:16,서정현,TRUE,TRUE,female,20,100
b9c4f4c642d45d1c,2022-09-01 18:00:58,2022-09-23 9:01:16,전지민,TRUE,TRUE,female,20,100
664d4bfa3d489f65,2022-06-18 6:07:41,2022-09-29 20:02:54,신하은,TRUE,TRUE,male,40,44.32
b5d7d7ba91df75df,2021-02-09 23:46:07,2022-06-28 18:23:36,하하준,TRUE,TRUE,male,30,98.86
e86b4e26eac121eb,2022-07-12 10:24:43,2022-08-01 8:59:16,현도훈,TRUE,TRUE,male,40,27.27
2ad9cc4799bfa417,2022-07-12 10:24:43,2022-08-01 8:59:16,온서영,TRUE,TRUE,male,30,27.27
5f9814b3f3f66f5c,2021-10-07 1:22:33,2022-07-25 9:42:41,박수아,FALSE,TRUE,female,30,98.86
4545e16be82ecf63,2020-12-19 21:50:22,2022-08-22 19:48:29,추동현,FALSE,TRUE,female,20,98.86
e9cc9c652c557175,2020-12-19 21:50:22,2022-08-22 19:48:29,여가은,FALSE,TRUE,female,20,98.86
29df95cdd9fe276a,2020-12-19 21:50:22,2022-08-22 19:48:29,논민주,FALSE,TRUE,female,20,98.86
5d3dac14ca2d99ef,2022-08-18 20:15:16,2022-09-05 3:42:39,이현진,TRUE,TRUE,male,30,98.86
aeecf19ea3bfd611,2022-06-13 14:19:40,2022-07-02 20:39:45,설가은,TRUE,TRUE,female,20,65.91
29d678cd3bc788cd,2022-06-13 14:19:40,2022-07-02 20:39:45,우민준,TRUE,TRUE,female,20,65.91
38dbebbf96e66b66,2022-06-13 14:19:40,2022-07-02 20:39:45,양민채,TRUE,TRUE,female,20,65.91
67817ed5743195c1,2022-06-24 19:51:25,2022-07-12 0:54:56,하도윤,TRUE,TRUE,female,30,98.86
8116965411fcd32a,2022-06-24 19:51:25,2022-07-12 0:54:56,염지호,TRUE,TRUE,female,30,98.86
a99e45de5524c451,2022-07-11 6:04:58,2022-07-25 8:02:40,조민주,TRUE,TRUE,male,50,10.23
d6686eb7372eb33d,2022-08-12 13:25:56,2022-10-15 21:41:34,이주원,TRUE,TRUE,female,20,98.86
43c5df86e15a3b62,2022-09-03 0:54:03,2022-09-03 2:31:23,공소희,FALSE,TRUE,male,40,62.5
db882377c2ccdef3,2022-09-03 0:54:03,2022-09-03 2:31:23,양가은,FALSE,TRUE,male,30,62.5
81aace797417bbf2,2022-09-14 0:46:46,2022-09-21 12:03:07,하정현,FALSE,TRUE,female,30,100
56abab3546bec328,2022-08-06 17:06:46,2022-10-17 19:10:12,예지호,TRUE,TRUE,male,20,0
a53cf5b9b74c1549,2021-05-02 7:11:28,2022-08-08 11:59:31,정현우,TRUE,TRUE,male,20,98.86
559e1a2bfa58fb32,2022-07-15 0:17:11,2022-08-22 12:22:05,온민서,TRUE,TRUE,male,40,100
b11d8c8163f12f47,2022-07-15 0:17:11,2022-08-22 12:22:05,한시우,TRUE,TRUE,male,30,100
f5f9934359a56cfb,2022-07-08 15:08:56,2022-07-13 16:44:48,논주윤,TRUE,TRUE,female,30,100
bd14f7a384325148,2022-07-25 23:52:56,2022-09-23 13:18:58,문아린,TRUE,TRUE,female,40,0
55a7d87c68d6f6d1,2022-07-02 22:55:11,2022-08-31 16:44:33,방현우,TRUE,TRUE,female,40,97.73
7831a2dab8a99f65,2022-07-25 23:52:56,2022-09-23 13:18:58,현규리,TRUE,TRUE,female,30,0
efb186da5e13df3b,2022-07-11 9:34:14,2022-07-27 19:06:55,여준희,TRUE,TRUE,female,30,98.86
c7954ed9a3ce468e,2022-07-18 11:38:52,2022-07-25 0:31:03,김하율,TRUE,TRUE,male,20,36.36
5d864e18ab9d4d96,2022-08-03 22:52:32,2022-10-15 21:57:52,경지호,FALSE,TRUE,male,30,100
116cc5dd4d1f2731,2022-07-05 20:49:29,2022-07-11 15:32:10,지동현,TRUE,TRUE,female,20,100
79a6cfa75b98c9c8,2022-06-03 23:25:40,2022-09-11 21:03:39,송지유,TRUE,TRUE,male,40,97.73
2caa75515e4cd5d4,2022-06-03 23:25:40,2022-09-11 21:03:39,심시아,TRUE,TRUE,male,30,97.73
ed79d619b42e1875,2022-07-26 14:13:58,2022-08-30 12:21:48,변예은,TRUE,TRUE,male,10,97.73
b3132241fa56f23b,2022-05-11 13:21:49,2022-08-29 21:54:55,공나현,FALSE,TRUE,male,20,98.86
36c748f55a8b8f99,2022-06-07 14:16:06,2022-10-09 16:23:05,염지훈,TRUE,TRUE,female,40,0
1677ff9ec56542e3,2022-08-29 15:47:22,2022-09-05 15:05:00,최태양,TRUE,TRUE,female,30,100
73d22281947f8a3d,2022-08-29 15:47:22,2022-09-05 15:05:00,신지우,TRUE,TRUE,female,30,100
3333674e31e33814,2022-06-07 14:16:06,2022-10-09 16:23:05,오건우,TRUE,TRUE,female,30,0
32a9d33d44df2316,2022-08-05 7:05:35,2022-08-15 20:11:08,김현우,TRUE,TRUE,female,30,85.23
b617775445f7c6dc,2022-08-05 7:05:35,2022-08-15 20:11:08,한민서,TRUE,TRUE,female,20,85.23
bf5eaee1e113c523,2022-08-05 7:05:35,2022-08-15 20:11:08,최지윤,TRUE,TRUE,female,20,85.23
ed647ce611b319cd,2022-06-10 15:37:12,2022-07-28 22:19:34,논지아,FALSE,TRUE,female,20,90.91
d4f7a3d5f861b86f,2022-06-10 15:37:12,2022-07-28 22:19:34,오하은,FALSE,TRUE,female,20,90.91
fd41e73e6cecdd1b,2022-06-10 15:37:12,2022-07-28 22:19:34,송현진,FALSE,TRUE,female,20,90.91
ae5cebda71d37dc4,2022-08-20 9:38:10,2022-09-05 19:59:12,추소희,TRUE,TRUE,female,30,27.27
92511b85fd6937a8,2022-07-23 18:15:15,2022-08-21 9:53:44,고재윤,TRUE,TRUE,male,30,0
6ede2273eee84438,2022-07-23 18:15:15,2022-08-21 9:53:44,윤주원,TRUE,TRUE,male,30,0
5b5efc14376a6aac,2022-04-08 15:25:28,2022-10-02 15:19:36,전가윤,TRUE,TRUE,male,20,96.59
bfef6e8ab8186249,2022-04-08 15:25:28,2022-10-02 15:19:36,전준우,TRUE,TRUE,male,20,96.59
4b85ee8f2399897e,2022-04-08 15:25:28,2022-10-02 15:19:36,우재윤,TRUE,TRUE,male,20,96.59
1c45de71bf9b8ff8,2022-08-14 21:58:52,2022-08-30 22:42:24,정하율,FALSE,TRUE,male,50,100
df16df55746c3d2a,2022-08-14 21:58:52,2022-08-30 22:42:24,곽우진,FALSE,TRUE,male,20,100
38e9769a7fd2e2ae,2022-08-14 21:58:52,2022-08-30 22:42:24,소소은,FALSE,TRUE,male,20,100
cc9f7656194edd43,2020-12-18 21:44:22,2022-09-27 17:50:42,방다희,TRUE,TRUE,male,10,60.23
69d4e859266cd8dd,2022-08-04 15:29:36,2022-08-22 17:13:42,최도훈,TRUE,FALSE,female,50,0
f7c39c4f26461ab3,2022-06-20 11:43:59,2022-08-19 12:02:32,임서영,TRUE,FALSE,female,50,3.41
9bf1dad727443c3c,2022-08-12 14:28:51,2022-08-16 8:25:10,논재윤,TRUE,FALSE,female,40,0
c5fd4658e66b56ab,2022-08-12 14:28:51,2022-08-16 8:25:10,우준희,TRUE,FALSE,female,30,0
4b5e7d5f7ff54e25,2022-07-12 17:55:02,2022-07-25 22:04:44,옥나현,TRUE,FALSE,female,30,5.68
d14df9f8773d55cb,2022-06-16 18:11:54,2022-06-29 22:20:03,한예은,TRUE,FALSE,female,30,0
ef33c95929143fbe,2022-06-20 11:43:59,2022-08-19 12:02:32,최예은,TRUE,FALSE,female,20,3.41
893366c3bf2442df,2022-06-15 23:53:33,2022-08-22 23:37:33,이유림,TRUE,FALSE,female,20,0
6591bbfcb7f49196,2022-06-20 11:43:59,2022-08-19 12:02:32,소준수,TRUE,FALSE,female,20,3.41
d78ff63a9d1f5afa,2022-06-15 23:53:33,2022-08-22 23:37:33,김승아,TRUE,FALSE,female,20,0
ec1a791b8cb77a1c,2022-06-15 23:53:33,2022-08-22 23:37:33,고지아,TRUE,FALSE,female,20,0
fa738ed9ee135555,2022-07-18 22:28:05,2022-09-01 20:13:37,옥가윤,TRUE,FALSE,female,10,3.41
b9763eca9fc66c1c,2022-07-14 16:56:29,2022-08-04 20:55:19,하은서,FALSE,FALSE,female,50,0
158b8b185f5dfb5d,2022-06-20 15:11:36,2022-07-12 11:38:14,설지유,FALSE,FALSE,female,30,100
c52efd595efa452f,2022-06-20 15:11:36,2022-07-12 11:38:14,조현우,FALSE,FALSE,female,30,100
8ce8ed7bb52cb5d2,2022-07-29 11:40:23,2022-08-03 8:46:12,우아린,FALSE,TRUE,female,10,100
f62c2a5f14e6c2ea,2022-02-25 16:51:37,2022-06-29 15:09:25,예성택,TRUE,TRUE,female,50,51.14
6c46defa5fcbde85,2022-07-21 10:03:41,2022-08-02 21:56:39,유주원,TRUE,TRUE,male,10,98.86
9964a5c47fc81b91,2022-07-03 1:05:06,2022-10-11 14:01:25,전시아,TRUE,TRUE,male,50,98.86
f6ef2ecfb2bcad92,2022-07-03 1:05:06,2022-10-11 14:01:25,오서영,TRUE,TRUE,male,20,98.86
577b83e85181bcba,2022-07-03 1:05:06,2022-10-11 14:01:25,김가은,TRUE,TRUE,male,20,98.86
6a9bece869aefc76,2022-07-16 16:56:02,2022-08-03 13:35:05,유현우,TRUE,TRUE,male,50,100
d24621e42127f2cc,2022-06-21 12:21:19,2022-06-29 14:56:05,석하윤,TRUE,TRUE,female,20,5.68
8fcb654fc12f7894,2022-09-16 8:28:03,2022-09-16 13:42:45,문준우,TRUE,TRUE,male,30,100
91a84a8775183955,2022-06-29 16:17:43,2022-07-12 11:20:20,방민석,TRUE,TRUE,male,50,6.82
c93fea4413bb637c,2022-06-29 16:17:43,2022-07-12 11:20:20,온지효,TRUE,TRUE,male,20,6.82
435572b343fd39d3,2022-06-29 16:17:43,2022-07-12 11:20:20,예지효,TRUE,TRUE,male,20,6.82
491d7a863fe3245f,2022-09-15 17:21:07,2022-10-02 20:59:03,경승아,TRUE,TRUE,male,30,81.82
c515d9c429a31995,2022-06-21 6:45:10,2022-07-11 17:32:37,방지효,TRUE,TRUE,male,10,81.82
d2b397f38d2cd8bc,2022-08-03 8:00:58,2022-10-19 16:19:41,한건우,TRUE,TRUE,female,50,72.73
f23541c7152587da,2022-08-03 8:00:58,2022-10-19 16:19:41,안태윤,TRUE,TRUE,female,20,72.73
614a7763899a5e64,2022-08-03 8:00:58,2022-10-19 16:19:41,설성택,TRUE,TRUE,female,20,72.73
7ff2c2916bbabacd,2022-06-20 10:00:42,2022-06-28 17:13:05,정지우,TRUE,TRUE,female,50,98.86
aaa22d2a4b2e35a2,2022-06-20 10:00:42,2022-06-28 17:13:05,석나현,TRUE,TRUE,female,20,98.86
76553fe3cb3b269b,2022-06-20 10:00:42,2022-06-28 17:13:05,한시아,TRUE,TRUE,female,20,98.86
476ea73439caf212,2020-09-26 11:27:57,2022-08-10 10:09:43,송채원,TRUE,TRUE,male,30,98.86
6d4cf61be2e9712a,2020-12-14 19:36:50,2022-06-29 22:02:28,염지훈,TRUE,TRUE,female,20,100
c7eb83c1778957bc,2022-06-12 22:03:37,2022-08-21 21:02:20,서예준,FALSE,TRUE,female,30,0
f58389fddc69bd45,2022-06-12 22:03:37,2022-08-21 21:02:20,공지원,FALSE,TRUE,female,30,0
8ff85898691949fc,2022-06-12 12:50:09,2022-06-28 21:24:15,변태영,TRUE,TRUE,female,40,100
1ff37965ed1aa1d1,2022-06-12 12:50:09,2022-06-28 21:24:15,서하윤,TRUE,TRUE,female,30,100
97e53481f95ea759,2022-07-06 0:34:18,2022-08-11 14:41:56,현정민,TRUE,TRUE,female,30,0
bb13f3d3dc3a623d,2022-05-27 9:35:48,2022-06-28 17:35:08,서지민,FALSE,TRUE,female,30,98.86
526c92c839348fd2,2022-08-06 23:43:21,2022-08-15 22:42:55,소승훈,FALSE,TRUE,female,30,100
62cb48bd791d9519,2022-08-06 23:43:21,2022-08-15 22:42:55,유예은,FALSE,TRUE,female,30,100
c69d2b9d5aab9d46,2022-03-18 17:37:03,2022-06-30 20:42:23,강현진,TRUE,TRUE,male,30,0
9499ee42e12d95dc,2022-03-18 17:37:03,2022-06-30 20:42:23,정지유,TRUE,TRUE,male,30,0
81e15ac587acae9d,2022-05-15 22:02:29,2022-07-11 14:51:50,추서연,TRUE,TRUE,male,40,98.86
f3bb45eab34b4454,2022-05-15 22:02:29,2022-07-11 14:51:50,하하준,TRUE,TRUE,male,30,98.86
d2d928febcdb6764,2021-09-02 14:06:01,2022-07-28 10:48:57,논건,TRUE,TRUE,female,10,100
67ed61b3f1d53a81,2022-06-19 2:36:57,2022-07-11 13:18:29,곽민서,TRUE,TRUE,male,50,97.73
465c1153fd536fc9,2022-07-20 2:19:08,2022-10-07 9:33:40,문하율,TRUE,TRUE,male,30,0
6ade8bdde91c963e,2022-07-20 2:19:08,2022-10-07 9:33:40,구다희,TRUE,TRUE,male,30,0
13997f4fe6a7cfce,2022-06-19 2:36:57,2022-07-11 13:18:29,이동욱,TRUE,TRUE,male,20,97.73
887a6dd8421b36fb,2022-06-19 2:36:57,2022-07-11 13:18:29,전나현,TRUE,TRUE,male,20,97.73
b384f3edabecdad8,2022-06-11 23:00:31,2022-07-12 19:06:31,최성택,FALSE,TRUE,male,30,100
fab5f33ffd1cc5a6,2022-06-09 0:39:57,2022-09-30 0:28:25,신준서,TRUE,TRUE,male,30,87.5
387a125918db163a,2022-06-09 0:39:57,2022-09-30 0:28:25,여지효,TRUE,TRUE,male,30,87.5
6ea4b22bfaf55db7,2022-06-26 8:22:11,2022-07-11 12:49:35,양강민,TRUE,TRUE,female,40,46.59
c36aa1e7ed8e3e59,2022-06-26 8:22:11,2022-07-11 12:49:35,안태양,TRUE,TRUE,female,30,46.59
c3e1714eef28d1af,2022-07-27 12:26:04,2022-08-28 16:44:11,석서연,TRUE,TRUE,female,50,52.27
c537e7ac7711caab,2022-07-27 12:26:04,2022-08-28 16:44:11,논서준,TRUE,TRUE,female,20,52.27
db7b243f9829cbe7,2022-07-27 12:26:04,2022-08-28 16:44:11,박태윤,TRUE,TRUE,female,20,52.27
aa3e3b88273a11f2,2022-02-20 17:56:43,2022-07-25 21:59:57,임하율,TRUE,TRUE,male,30,87.5
e13af112628f446f,2022-07-14 8:47:50,2022-07-25 22:18:36,문도현,TRUE,TRUE,male,20,0
1dada214db314d61,2022-07-14 8:47:50,2022-07-25 22:18:36,이지민,TRUE,TRUE,male,20,0
f4aa4dcdef44cc2c,2022-07-14 8:47:50,2022-07-25 22:18:36,방지아,TRUE,TRUE,male,20,0
e1146665e75e4eb1,2022-07-08 17:42:46,2022-09-19 15:46:37,변시우,TRUE,TRUE,female,30,98.86
9bab32ab1afd891b,2022-06-15 11:19:31,2022-10-12 15:33:45,이준수,TRUE,TRUE,male,50,98.86
85bc8f8f9e2d2e6b,2022-06-15 11:19:31,2022-10-12 15:33:45,문유정,TRUE,TRUE,male,20,98.86
5e31bbc73c6cf9a3,2022-08-13 9:53:40,2022-08-31 10:18:40,한소은,TRUE,TRUE,male,20,98.86
2a17b72a97892f2c,2022-06-15 11:19:31,2022-10-12 15:33:45,예민준,TRUE,TRUE,male,20,98.86
ece986c3c72b2988,2022-08-13 9:53:40,2022-08-31 10:18:40,곽소은,TRUE,TRUE,male,20,98.86
baf576e7d3744ffd,2022-08-13 9:53:40,2022-08-31 10:18:40,김소은,TRUE,TRUE,male,20,98.86
4e98ccb2f698a9a4,2022-09-05 8:55:15,2022-09-16 11:15:42,김소희,FALSE,TRUE,female,50,98.86
8efb3a8e1eb33873,2022-09-05 8:55:15,2022-09-16 11:15:42,지지호,FALSE,TRUE,female,20,98.86
ea4b52ac8284959b,2022-09-05 8:55:15,2022-09-16 11:15:42,정강민,FALSE,TRUE,female,20,98.86
3859532b4be3dd9a,2022-06-27 10:52:48,2022-07-25 13:44:41,염승훈,TRUE,TRUE,male,50,98.86
a747faf98b3db693,2022-06-27 10:52:48,2022-07-25 13:44:41,최준서,TRUE,TRUE,male,20,98.86
d1c7b9562916e9eb,2022-06-27 10:52:48,2022-07-25 13:44:41,심준서,TRUE,TRUE,male,20,98.86
3a37762c254e2aae,2022-06-18 7:20:00,2022-06-29 19:36:32,방태영,TRUE,TRUE,female,30,98.86
9c828ca261afcf7d,2022-02-04 8:10:48,2022-09-02 19:10:23,윤동욱,TRUE,TRUE,female,20,0
73fc7353bbf86b66,2022-07-19 11:31:24,2022-07-25 21:51:41,양우진,TRUE,TRUE,male,30,98.86
